,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,RestaurantsReservations,RestaurantsPriceRange2,BusinessAcceptsCreditCards,OutdoorSeating,BikeParking,RestaurantsTakeOut,HasTV,RestaurantsGoodForGroups,DogsAllowed,RestaurantsTableService,GoodForDancing,CoatCheck,GoodForKids,Caters,WheelchairAccessible,HappyHour,RestaurantsDelivery,BYOB,BusinessAcceptsBitcoin,DriveThru,ByAppointmentOnly,Corkage,Open24Hours,DietaryRestrictions,RestaurantsCounterService,BusinessParking_garage,BusinessParking_street,BusinessParking_validated,BusinessParking_lot,BusinessParking_valet,Ambience_touristy,Ambience_hipster,Ambience_romantic,Ambience_divey,Ambience_intimate,Ambience_trendy,Ambience_upscale,Ambience_classy,Ambience_casual,BestNights_monday,BestNights_tuesday,BestNights_friday,BestNights_wednesday,BestNights_thursday,BestNights_sunday,BestNights_saturday,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_brunch,GoodForMeal_breakfast,Music_dj,Music_background_music,Music_no_music,Music_jukebox,Music_live,Music_video,Music_karaoke,AgesAllowed_u'21plus',AgesAllowed_u'allages',Alcohol_'beer_and_wine',Alcohol_'full_bar',Alcohol_'none',Alcohol_u'beer_and_wine',Alcohol_u'full_bar',Alcohol_u'none',BYOBCorkage_'no',BYOBCorkage_'yes_corkage',BYOBCorkage_'yes_free',NoiseLevel_'average',NoiseLevel_'loud',NoiseLevel_'quiet',NoiseLevel_u'average',NoiseLevel_u'loud',NoiseLevel_u'quiet',NoiseLevel_u'very_loud',RestaurantsAttire_'casual',RestaurantsAttire_u'casual',RestaurantsAttire_u'dressy',Smoking_None,Smoking_u'no',Smoking_u'outdoor',WiFi_'free',WiFi_'no',WiFi_u'free',WiFi_u'no',WiFi_u'paid',Type,hours_per_week
252,252,Y57sylYCgq2VQJuBCnjPfA,Oku,29 E Cabrillo Blvd,Santa Barbara,CA,93101,34.413204,-119.688437,4.0,429,1,"Bars, Tapas/Small Plates, Japanese, Nightlife, Restaurants, Sushi Bars, Cocktail Bars, Asian Fusion","{'Monday': '12:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",True,3.0,True,True,True,True,True,True,0.5,True,0.5,True,0.5,False,True,True,None,True,0.5,0.5,False,True,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Japanese,1.74782679708909
253,253,YGgGefpPTFhgthvQvMAGoQ,Lito's Take  Out,514 E Haley St,Santa Barbara,CA,93103,34.4224118,-119.6893092,4.0,286,1,"Food, Mexican, Restaurants, Seafood, Desserts","{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '6:30-15:0', 'Sunday': '6:30-15:0'}",False,1.0,True,None,True,None,True,False,False,False,0.5,0.5,True,True,True,False,None,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Mexican,1.16521786472606
254,254,YXKot5TH9MhC4khAn0JC3w,Altamiranos Restaurant,5838 Hollister Ave,Goleta,CA,93117,34.4361173,-119.8275892,4.0,126,1,"Mexican, Restaurants, Desserts, Food","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",False,1.0,True,True,True,True,True,True,0.5,0.5,0.5,0.5,True,False,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Mexican,0.513347730613578
255,255,YXaCcpETNtxrNNK6TbUTlw,Sachi Ramen And Robata Bar,721 Chapala St,Santa Barbara,CA,93101,34.4180326753,-119.6999645625,4.0,324,1,"Ramen, Vegetarian, Sushi Bars, Japanese, Restaurants","{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}",False,2.0,True,True,True,True,True,True,True,True,0.5,0.5,True,False,True,True,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Japanese,1.32003702157777
256,256,YgbIbmfDlB-bZSsjuIfKwA,Jack's Bistro and Famous Bagels,53 S Milpas St,Santa Barbara,CA,93103,34.421271,-119.677216,3.5,219,1,"Coffee & Tea, Food, Bagels, Breakfast & Brunch, Restaurants","{'Monday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",False,1.0,True,True,True,True,0.5,True,0.5,0.5,0.5,0.5,True,True,0.5,False,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bakery,0.892247246066457
257,257,YrNtBUOUOYwmRZ_UVwH8iQ,D'Angelo's Bakery,25 W Gutierrez St,Santa Barbara,CA,93190,34.4151276955,-119.6948346064,3.5,433,1,"Restaurants, Food, Breakfast & Brunch, Bakeries","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",False,2.0,True,True,True,None,True,False,0.5,True,0.5,0.5,True,False,True,0.5,True,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Bakery,1.7641235504419
258,258,YxWiv24PHCseiVvGlqKFrQ,Woodstock's Pizza Isla Vista,928 Embarcadero Del Norte,Isla Vista,CA,93117,34.4123310634,-119.8552291118,4.0,485,1,"Vegetarian, Gluten-Free, Pizza, Caterers, Restaurants, Event Planning & Services","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",True,2.0,True,True,True,True,True,True,True,True,0.5,0.5,True,True,0.5,True,True,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Pizza,1.97598134402846
259,259,Z0mBsgDzDnFAEC5o4X6G9g,Java Station,4447 Hollister Ave,Santa Barbara,CA,93110,34.4394311,-119.7719422,3.5,196,1,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Bakeries, Sandwiches, Tabletop Games, Shopping","{'Monday': '6:0-17:0', 'Tuesday': '6:0-17:0', 'Wednesday': '6:0-17:0', 'Thursday': '6:0-17:0', 'Friday': '6:0-17:0', 'Saturday': '6:0-17:0', 'Sunday': '6:0-17:0'}",0.5,1.0,True,True,True,True,0.5,0.5,True,0.5,0.5,0.5,0.5,False,True,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Coffee,0.798540914287788
260,260,ZRy4atrG3YHdb__qtE0FsA,Mulligan's Cafe & Bar,3500 McCaw Ave,Santa Barbara,CA,93105,34.4361785995,-119.7383820172,3.5,71,1,"American (Traditional), Event Planning & Services, Caterers, Restaurants, American (New), Cafes, Sandwiches, Breakfast & Brunch","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",False,2.0,True,True,True,True,True,True,0.5,0.5,0.5,0.5,True,False,0.5,True,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Mexican,0.289267372012413
261,261,ZYqNIWch6Ik9wLZCa1hxkw,Tacos Pipeye,217 N Milpas St,Santa Barbara,CA,93103,34.42387,-119.68222,4.5,171,1,"Mexican, Restaurants","{'Tuesday': '9:30-21:0', 'Wednesday': '9:30-21:0', 'Thursday': '9:30-21:0', 'Friday': '9:30-21:0', 'Saturday': '9:30-21:0', 'Sunday': '8:30-20:0'}",False,1.0,True,True,True,True,True,False,0.5,False,0.5,0.5,True,True,0.5,False,False,0.5,False,False,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Mexican,0.696686205832713
262,262,ZrxlfdFU_qpnIHI2DmoRxA,Mesa Pizza,"315 Meigs Rd, Ste K",Santa Barbara,CA,93109,34.4005756,-119.7227184,4.0,176,1,"Pizza, Restaurants, Italian, Vegan, Gluten-Free, Sandwiches","{'Monday': '11:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-19:30', 'Sunday': '11:0-21:0'}",True,2.0,True,False,True,True,True,True,True,0.5,0.5,0.5,True,True,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Pizza,0.717057147523728
263,263,_T8tOBDr3NKNxd0yl5GwjA,Starbucks,7030 Marketplace Dr,Goleta,CA,93117,34.429522,-119.872441,3.0,113,1,"Coffee & Tea, Restaurants, Food","{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",False,2.0,True,True,True,True,0.5,0.5,0.5,0.5,0.5,0.5,True,False,0.5,0.5,0.5,0.5,0.5,0.5,False,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Coffee,0.460383282216939
264,264,_nSL2u-ZzX6kkAF2D2EZgQ,Roof Top Bistro & Bar,6878 Hollister Ave,Goleta,CA,93117,34.4309968,-119.868548,3.5,77,1,"American (New), Restaurants, Bars, Nightlife, Burgers, Tapas/Small Plates","{'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '16:0-21:0'}",True,2.0,True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,0.5,False,True,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,American,0.313712502041631
265,265,_v3DcLatG70adfYzWTd-CQ,Pacific Health Foods,944 Linden Ave,Carpinteria,CA,93013,34.398436,-119.5187939,4.5,97,1,"Sandwiches, Specialty Food, Food, Health Markets, Juice Bars & Smoothies, Restaurants","{'Monday': '9:0-18:30', 'Tuesday': '9:0-18:30', 'Wednesday': '9:0-18:30', 'Thursday': '9:0-18:30', 'Friday': '9:0-18:30', 'Saturday': '9:0-18:30'}",0.5,2.0,True,0.5,True,True,0.5,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthy,0.395196268805691
266,266,_vLfidpLDYHfZ_KnFZ75Lg,Super Cucas,6527 Madrid Rd,Isla Vista,CA,93117,34.4123071,-119.8550971,3.5,209,1,"Ethnic Food, Specialty Food, Local Flavor, Mexican, Restaurants, Food, Breakfast & Brunch, Fast Food, Juice Bars & Smoothies","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-0:0'}",False,1.0,True,None,True,True,True,True,0.5,0.5,0.5,0.5,True,True,0.5,0.5,None,0.5,0.5,0.5,0.5,False,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Mexican,0.851505362684427
267,267,a9K3jxNUUe6jr1uh8FsakQ,The Patio Cafe Santa Barbara,3007 De La Vina St,Santa Barbara,CA,93105,34.4386928,-119.7285101,3.0,65,1,"Cafes, Restaurants, Breakfast & Brunch","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-13:0'}",True,2.0,True,True,True,True,True,True,0.5,True,0.5,0.5,True,True,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Breakfast,0.264822241983195
268,268,aD4ysR05o5-onOjYjJ8QiQ,Sam's To Go,6831 Hollister Ave,Goleta,CA,93117,34.4299020792,-119.8671681698,3.0,27,1,"Sandwiches, Salad, Restaurants, Soup, Vegetarian, Local Flavor, Delis","{'Monday': '10:0-20:30', 'Tuesday': '10:0-20:30', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '10:30-20:30', 'Sunday': '10:30-19:0'}",False,1.0,True,True,True,True,True,True,0.5,False,0.5,0.5,True,True,True,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Deli,0.110003085131481
269,269,aFhPwy7OhyKah4cJY2QdEQ,Stonehouse Restaurant,900 San Ysidro Ln,Santa Barbara,CA,93108,34.446845,-119.623092,4.5,339,1,"Restaurants, American (New), Seafood, Steakhouses","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",True,4.0,True,True,False,None,False,True,False,True,0.5,0.5,False,False,True,0.5,False,0.5,0.5,0.5,0.5,True,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,American,1.38114984665082
270,270,aOLFlIQibMg_lT2X4qKM2g,Dean: A Coffee Shop,"6100 Hollister Ave, Unit 1",Goleta,CA,93117,34.4345875014,-119.8356437667,4.5,96,1,"Food, Coffee Roasteries, Restaurants, Coffee & Tea, Salad, Sandwiches","{'Monday': '6:0-16:0', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}",0.5,0.5,True,True,True,True,0.5,0.5,True,False,0.5,0.5,0.5,True,True,0.5,False,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Coffee,0.391122080467488
271,271,aY_n9RSaD2Yw09jSFFePew,PizzaMan Dan's,699 Linden Ave,Carpinteria,CA,93013,34.3969589,-119.5210632,4.0,124,1,"Chicken Wings, Restaurants, Beer, Wine & Spirits, Sandwiches, Food, Pizza, Italian","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",False,2.0,True,True,True,True,True,True,0.5,False,0.5,0.5,True,True,True,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Pizza,0.505199353937172
272,272,acqDz7WDsCS3WiLxHVceOg,Café Lido,1111 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4178772027,-119.6693964061,3.5,11,1,"Italian, Cafes, Mediterranean, Restaurants","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-20:0'}",0.5,0.5,0.5,True,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Breakfast,0.044816071720233
273,273,b1shfPbHpkeWtbGbz5iAtg,Rudy's Mexican Restaurant,3613 State St,Santa Barbara,CA,93105,34.440062,-119.7408542,3.0,130,1,"Restaurants, Mexican, Salad","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",False,1.0,True,True,True,True,True,False,0.5,0.5,0.5,0.5,True,True,0.5,0.5,True,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Mexican,0.52964448396639
274,274,b2Za53CjptGyf9K0fFnrAg,Petrini's Italian Restaurant - Santa Barbara,14 W Calle Laureles,Santa Barbara,CA,93105,34.4398038551,-119.7283961644,4.0,233,1,"Restaurants, Pizza, Italian","{'Monday': '16:30-20:0', 'Tuesday': '16:30-20:0', 'Wednesday': '16:30-20:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-20:0', 'Saturday': '16:30-20:0', 'Sunday': '16:30-20:0'}",True,2.0,True,True,True,True,True,True,0.5,0.5,0.5,0.5,True,True,0.5,0.5,False,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Italian,0.949285882801299
275,275,b5hxsRw76UUXcotxlCipuQ,Los Arroyos Mexican Restaurant & Take Out,1280 Coast Village Rd,Montecito,CA,93108,34.421762,-119.6413283,3.5,353,1,"Mexican, Coffee & Tea, Food, Cocktail Bars, Nightlife, Event Planning & Services, Restaurants, Caterers, Wine Bars, Bars, Salad","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",True,2.0,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,0.5,0.5,False,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Mexican,1.43818848338566
276,276,bBA62rVklEG2WUnvi8RtrQ,El  Sitio,2830 De La Vina St,Santa  Barbara,CA,93105,34.436981,-119.7258179,4.0,145,1,"Restaurants, Mexican","{'Monday': '8:0-20:30', 'Tuesday': '8:0-20:30', 'Wednesday': '8:0-20:30', 'Thursday': '8:0-20:30', 'Friday': '8:0-20:30', 'Saturday': '8:0-20:30', 'Sunday': '8:0-15:30'}",False,1.0,True,True,True,True,True,False,0.5,0.5,0.5,0.5,True,False,0.5,0.5,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Mexican,0.590757309039435
