,Unnamed: 0.1,index,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours,Type
310,312,494,76673,n_RyzuCAiR4yW2JLkl0Jng,Cafe Shell,1112 State St,Santa Barbara,CA,93101,34.4228637,-119.703516,2.5,21,"American (Traditional), Restaurants, Cafes, Coffee & Tea, Food","{'Monday': '9:0-16:0', 'Wednesday': '9:0-9:30', 'Thursday': '9:0-9:30', 'Friday': '9:0-9:30', 'Saturday': '9:0-9:30', 'Sunday': '9:0-9:30'}",Breakfast
311,313,495,76680,f3eve2cxUIzyanWnHdMtFQ,Corazon Cocina,"38 W Victoria, Unit 122",Santa Barbara,CA,93101,34.4236075,-119.7070539,4.5,813,"Restaurants, Breakfast & Brunch, Latin American, Mexican, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",Mexican
312,314,496,77125,EBuSqlpzzyfZZkEgPxVV1Q,Wingstop,"3849 State St, Ste 163",Santa Barbara,CA,93105,34.439291,-119.7491819,3,36,"Chicken Wings, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",American
313,315,497,77139,bXrQejeR66IwebuhxPS7GA,Metropulos Fine Foods,216 E Yanonali St,Santa Barbara,CA,93101,34.4164748,-119.6894223,4.5,323,"Restaurants, Delis, Food, Specialty Food, Grocery, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-16:0'}",Deli
314,316,499,77203,QfXEdQpBojorGinfCnrKTA,Subway,609 N Milpas St,Santa Barbara,CA,93103,34.4273816,-119.687148,2.5,17,"Sandwiches, Restaurants, Fast Food, Breakfast & Brunch","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-20:0'}",Deli
315,317,501,77220,VciWUuWgNshjkRDPHiFCoQ,Subway,"3967 State St Space 4, Space 4",Santa Barbara,CA,93105,34.43870927,-119.7518459,3.5,8,"Sandwiches, Breakfast & Brunch, Restaurants, Fast Food","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '9:0-21:0'}",Deli
316,318,504,77462,AQw0B8j9QV1RkFLLFiwkuw,Esau's Cafe,507 Linden Ave,Carpinteria,CA,93013,34.3964449,-119.5217437,4,329,"Burgers, American (New), Diners, Breakfast & Brunch, Fish & Chips, Restaurants","{'Monday': '8:0-13:0', 'Tuesday': '8:0-13:0', 'Wednesday': '8:0-13:0', 'Thursday': '8:0-13:0', 'Friday': '8:0-13:0', 'Saturday': '7:30-14:0', 'Sunday': '7:30-14:0'}",Breakfast
317,319,507,77908,jWgZRpdHy8csA1sUz1auSw,Daniel's Bakery and Mexican Food,2714 De La Vina St,Santa Barbara,CA,93105,34.4360248,-119.7254785,3.5,23,"Bakeries, Mexican, Restaurants, Food","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-17:0'}",Mexican
318,320,508,78005,Nbht3URjeV94507do0goEw,Pressed,"651 Paseo Nuevo, Ste 305",Santa Barbara,CA,93101,34.41899245,-119.7000565,4.5,111,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Convenience Stores, Vegan, Food, Health Markets, Specialty Food, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-19:0'}",Healthy
319,321,511,78317,mNmUN0HghVFeAYTJ5GwxoA,IHOP,1114 Casitas Pass Rd,Carpinteria,CA,93013,34.39606,-119.51262,2.5,49,"Restaurants, Breakfast & Brunch, American (New), American (Traditional), Burgers","{'Monday': '0:0-0:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",Breakfast
320,322,513,78369,W7zCBDLFv13fDzRXJefrrA,Mayo's Carniceria & Tacos,2704 De La Vina St,Santa Barbara,CA,93105,34.43585,-119.725304,3.5,34,"Mexican, Restaurants","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",Mexican
321,323,515,78706,hfN0fllM3m2jykAgToRTlQ,Mezza Thyme,20 E Cota St,Santa Barbara,CA,93101,34.4182246,-119.696015,5,46,"Mediterranean, Bars, Restaurants, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '16:0-20:0', 'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '16:0-20:0', 'Saturday': '16:0-20:0'}",Mediterranean
322,324,516,78814,4VW4_ghjdYw0Wl40Voa9cw,Delgado's Mexican Foods,4401 Carpinteria Ave,Carpinteria,CA,93013,34.4021141,-119.529771,3.5,236,"Restaurants, Nightlife, Mexican, Bars, Breakfast & Brunch","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '7:30-21:0'}",Mexican
323,325,518,79120,AmAc0eD6lyVyb7QdOAO1Mg,Soho Restaurant & Music Club,"1221 State St, Ste 205",Santa Barbara,CA,93101,34.42379835,-119.7052932,3.5,138,"Music Venues, Bars, Nightlife, Arts & Entertainment, Restaurants, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '18:30-23:0', 'Wednesday': '18:30-23:0', 'Thursday': '18:30-23:0', 'Friday': '18:30-2:0', 'Saturday': '18:30-2:0', 'Sunday': '18:30-23:0'}",American
324,326,519,79227,yEmEDomLUofVtbZoUeFV5g,The Daily Grind Coffee & Tea Station,2001 De La Vina St,Santa Barbara,CA,93105,34.4286593,-119.7173255,4,312,"Food, Juice Bars & Smoothies, Restaurants, Coffee & Tea, Breakfast & Brunch, Sandwiches","{'Monday': '5:30-15:0', 'Tuesday': '5:30-15:0', 'Wednesday': '5:30-15:0', 'Thursday': '5:30-15:0', 'Friday': '5:30-15:0', 'Saturday': '5:30-15:0', 'Sunday': '5:30-15:0'}",Coffee
325,327,520,79436,8JzURExziDYuCrd7Ve9nDQ,Los Tarascos Bakery and Deli,314 E Haley St,Santa Barbara,CA,93101,34.4202813,-119.6915269,4.5,44,"Delis, Food, Restaurants, Bakeries","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-20:0'}",Bakery
326,328,521,79826,GtrY5U_M1ac3bYCk0DUeIg,Three Pickles Subs and Sandwiches,126 E Canon Perdido St,Santa Barbara,CA,93101,34.4221614,-119.698622,4.5,244,"Food, Restaurants, Delis, Event Planning & Services, Caterers, Sandwiches","{'Monday': '10:30-15:0', 'Tuesday': '10:30-15:0', 'Wednesday': '10:30-15:0', 'Thursday': '10:30-15:0', 'Friday': '10:30-15:0', 'Saturday': '9:30-15:0'}",Deli
327,329,522,79962,nqsrL6BuIevb285dbdXjjA,Subway,"5801 Calle Real, Ste C",Goleta,CA,93117,34.440601,-119.8268146,2.5,10,"Restaurants, Sandwiches, Fast Food","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-14:30', 'Saturday': '10:0-14:0', 'Sunday': '10:0-21:0'}",Deli
328,330,524,79990,tf6S06LD09IFDHUpOPqPaw,East Beach Tacos,226 S Milpas St,Santa Barbara,CA,93103,34.41888943,-119.6754105,4.5,856,"Korean, Restaurants, American (New), Mexican, Tacos, Nightlife, Fast Food, Bars","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}",Mexican
329,331,525,80109,D_WS8rM-DVygaCKbIErZ6Q,Palapa,4123 State St,Santa Barbara,CA,93110,34.440664,-119.760507,4,232,"Restaurants, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",Mexican
330,332,527,80269,JjmmSW_QQh2Db4fuIEMATA,Persona Pizzeria,905 State St,Santa Barbara,CA,93101,34.42060882,-119.7009534,4,624,"Food, Italian, Pizza, Fast Food, Gelato, Chicken Wings, Sandwiches, Salad, Restaurants","{'Monday': '11:30-20:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-20:0'}",Pizza
331,333,530,80339,wfjqxgLSsLtyzswzQBziSw,Panino,834 Santa Barbara St,Santa Barbara,CA,93101,34.4226944,-119.6979774,4,165,"Restaurants, Salad, Soup, Sandwiches, Breakfast & Brunch","{'Monday': '10:30-16:0', 'Tuesday': '10:30-16:0', 'Wednesday': '10:30-16:0', 'Thursday': '10:30-16:0', 'Friday': '10:30-16:0', 'Saturday': '10:30-16:0', 'Sunday': '11:0-15:0'}",Italian
332,334,532,80801,qvXw3V4_9Pu4E7Qoi7-cKA,Fala Bar,"38 W Victoria St, Ste 108",Santa Barbara,CA,93101,34.4236075,-119.7070539,4.5,70,"Restaurants, Vegan, Gluten-Free, Falafel, Mediterranean, Salad, Sandwiches","{'Monday': '11:30-16:30', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",Mediterranean
333,335,533,81161,eCnHSfwrco1Vs3m-iRcavw,Timber's Roadhouse,10 Winchester Canyon Rd,Goleta,CA,93117,34.43307195,-119.8995492,4,30,"Restaurants, American (Traditional), Barbeque, Steakhouses, Sandwiches","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",American
335,337,535,81354,sk0IM8koYo1o9-k_rpkmxQ,Taqueria Santa Barbara,"1213 State St, Ste A",Santa Barbara,CA,93101,34.4234333,-119.7052658,4.5,95,"Bars, Tacos, Mexican, Food, Beer, Wine & Spirits, Beer Bar, Nightlife, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",Mexican
336,338,537,81554,EEwmN2uP1PmOyxpTstSIxA,Fernando's Churros,827 E Montecito St,Santa Barbara,CA,93101,34.42433673,-119.6832438,4.5,40,"Desserts, Restaurants, Food, Breakfast & Brunch, Delis, Food Trucks","{'Tuesday': '16:0-19:0', 'Wednesday': '16:0-19:0', 'Thursday': '16:0-19:0', 'Friday': '16:0-19:0', 'Sunday': '8:0-19:0'}",Bakery
337,339,542,82681,YXKot5TH9MhC4khAn0JC3w,Altamiranos Restaurant,5838 Hollister Ave,Goleta,CA,93117,34.4361173,-119.8275892,4,126,"Mexican, Restaurants, Desserts, Food","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",Mexican
338,340,543,82824,FEBwxZMEpxRwVXx9Fm0XZw,Chad's,216 W Cabrillo Blvd,Santa Barbara,CA,93101,34.4099411,-119.6922624,4,1268,"Diners, Salad, American (Traditional), Breakfast & Brunch, Restaurants","{'Monday': '7:0-14:30', 'Tuesday': '7:0-14:30', 'Wednesday': '7:0-14:30', 'Thursday': '7:0-14:30', 'Friday': '7:0-14:30', 'Saturday': '7:0-14:30', 'Sunday': '7:0-14:30'}",Breakfast
339,341,544,83023,2bxZhBk8JZkJ1GqfTB0cUQ,California Pasta,"811 State St, Ste B",Santa Barbara,CA,93101,34.4195303,-119.7001825,3.5,287,"Caterers, Italian, Food Delivery Services, American (New), Event Planning & Services, Restaurants, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Italian
340,342,545,83217,9kfN12wVGnKo54AaRjz0vQ,Guicho's Eatery,901 Linden Ave,Carpinteria,CA,93013,34.3985357,-119.5193015,4.5,179,"Restaurants, Desserts, Sandwiches, Food, Italian","{'Tuesday': '11:30-20:30', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30', 'Sunday': '11:30-20:30'}",Italian
341,343,546,83557,aOLFlIQibMg_lT2X4qKM2g,Dean: A Coffee Shop,"6100 Hollister Ave, Unit 1",Goleta,CA,93117,34.4345875,-119.8356438,4.5,96,"Food, Coffee Roasteries, Restaurants, Coffee & Tea, Salad, Sandwiches","{'Monday': '6:0-16:0', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}",Coffee
342,344,547,83923,LMm555z8BReDxgkpF_TEug,Park Place Deli,403 W Pueblo St,Santa Barbara,CA,93105,34.4290942,-119.7231075,4,9,"Delis, Restaurants, Coffee & Tea, Food, Salad","{'Monday': '6:30-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0'}",Deli
343,345,552,84647,425FOxIzHPcOB0niWc6-1w,Spudnuts Donuts,"220 W Carrillo St, Ste 1",Santa Barbara,CA,93101,34.41898762,-119.7047994,3.5,100,"Food, Restaurants, Donuts","{'Monday': '5:0-2:0', 'Tuesday': '5:0-2:0', 'Wednesday': '5:0-2:0', 'Thursday': '5:0-2:0', 'Friday': '5:0-2:0', 'Saturday': '5:0-2:0', 'Sunday': '5:0-2:0'}",Bakery
345,347,554,84842,sj2o49ZCq2iJlZxDNrHDaA,Institution Ale Company,516 State St,Santa Barbara,CA,93108,34.4174016,-119.6958927,4.5,150,"Nightlife, Breweries, Restaurants, Food, Pizza, Beer Bar, Bars","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",Pizza
346,348,555,85030,o9dB3ptlB9qdiOvJzMeSLw,The Nugget Bar and Grill,5687 Calle Real,Goleta,CA,93117,34.4411542,-119.8223987,3.5,173,"American (Traditional), Bars, Restaurants, Nightlife","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",American
348,350,558,85427,3Wy21heeDm8h2tSZfcj6OA,Lure Fish House,"3815 State St, Ste G131",Santa Barbara,CA,93105,34.43884928,-119.7481643,4.5,1453,"Breakfast & Brunch, Food, Beer, Wine & Spirits, Bars, Seafood, Restaurants, Wine Bars, Cocktail Bars, American (New), Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",Seafood
349,351,560,85511,NuMR1xJu6Ewxaicc4yLOFw,Chick-fil-A,3707 State St,Santa Barbara,CA,93105,34.440156,-119.742963,4,232,"Restaurants, Sandwiches, Chicken Shop, Chicken Wings, Fast Food, Caterers, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '6:30-16:0'}",Fast Food
350,352,561,85669,vj6AetpADpHOYtMRZsXX3g,Los Agaves,2911 De La Vina St,Santa Barbara,CA,93105,34.4374508,-119.7273828,4,807,"American (New), Mexican, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Mexican
351,353,562,85901,xVtO6a4dqKQQzMXkSPL80A,Presidio Market,1236 Santa Barbara St,Santa Barbara,CA,93101,34.4264694,-119.7032393,4,73,"Restaurants, Grocery, Food, Delis, Beer, Wine & Spirits","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '8:0-0:0'}",Mexican
352,354,563,85971,WVNkMz4sEl35swjVtKHOFw,Alessia Patisserie & Cafe ,134 E Canon Perdido St,Santa Barbara,CA,93101,34.42242282,-119.6983611,4.5,112,"Bakeries, Food, Patisserie/Cake Shop, Cafes, Restaurants","{'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",Bakery
353,355,564,86127,FTFaEinJgzqY0ZHQMUSpQQ,The Brewhouse,229 W Montecto St,Santa Barbara,CA,93101,34.4120313,-119.6957699,3.5,696,"Steakhouses, Bars, Brewpubs, Breweries, American (Traditional), Nightlife, Sports Bars, Restaurants, Food, Burgers, Comfort Food, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-16:0'}",American
354,356,565,86209,thlyktt2c7v1DyOpSVSibw,Scarlett Begonia,21 W Victoria St,Santa Barbara,CA,93101,34.4235294,-119.7062569,4,897,"Cafes, Restaurants, American (Traditional), Cocktail Bars, Breakfast & Brunch, Food, Beer, Wine & Spirits, American (New), Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '9:0-14:0'}",Breakfast
355,357,569,86898,CziOtnFSklimJnBgksDDwA,Pascucci,509 State St,Santa Barbara,CA,93101,34.419107,-119.699243,3.5,1069,"Gelato, Food, Restaurants, Italian, Vegetarian, Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",Italian
357,359,571,87180,kwqXOtLCbNjgvwuMj4H1AQ,Montecito Gourmet by Village Cheese & Wine,"1485 E Valley Rd, Ste 14",Santa Barbara,CA,93108,34.4365522,-119.6331957,4.5,70,"Delis, Nightlife, Bars, Food, Wine Bars, Restaurants, Coffee & Tea, Sandwiches, Wineries, Specialty Food, Arts & Entertainment, Cheese Shops","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '10:0-15:0'}",Deli
359,361,577,87979,e0DU7_0mfalr-lnyUafiag,Via Vai Trattoria Pizzeria,"1483 E Valley Rd, Ste 20",Montecito,CA,93108,34.4364174,-119.6330972,3.5,147,"Pizza, Restaurants, Italian","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",Pizza
360,362,578,87984,AFZTm786brtTbEc5yYBgfA,Reyes Market,4795 Carpinteria Ave,Carpinteria,CA,93013,34.4006311,-119.5208036,4,111,"Restaurants, Food, Mexican, Convenience Stores","{'Monday': '7:30-20:30', 'Tuesday': '7:30-20:30', 'Wednesday': '7:30-20:30', 'Thursday': '7:30-20:30', 'Friday': '7:30-20:30', 'Saturday': '7:30-20:30'}",Mexican
361,363,579,87994,NIqFlHurHm0cj6QXczYbEQ,Rudys,1001 Casitas Pass Rd,Carpinteria,CA,93013,34.396107,-119.514411,3,125,"Mexican, Restaurants, Breakfast & Brunch","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",Mexican
362,364,580,88084,7wcHZ80HLJVwUijAH_efJQ,Breakwater Restaurant,107 Harbor Way,Santa Barbara,CA,93109,34.404278,-119.694053,3.5,212,"Restaurants, American (Traditional), Seafood, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '8:0-16:45', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}",American
363,365,581,88106,GUuLWkqfieTDwORs8z8mDg,Courtyard Cafe,Ucsb Campus,Goleta,CA,93118,34.41489279,-119.8405461,3.5,15,"Sandwiches, Restaurants, American (New), Chinese, Delis, Cafes","{'Monday': '7:30-17:15', 'Tuesday': '7:30-17:15', 'Wednesday': '7:30-17:15', 'Thursday': '7:30-17:15', 'Friday': '7:30-17:15'}",American
364,366,582,88229,FpNhzu3w0XgyedhOLDuK8g,Teddy's By The Sea,5096 Carpinteria Ave,Carpinteria,CA,93013,34.3982067,-119.5171377,4.5,444,"Nightlife, Seafood, Restaurants, Bars, Cocktail Bars, Burgers, Fish & Chips, Sandwiches","{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Seafood
365,367,583,88437,Fg68C3AwFu74dXMhgX3qIw,Carl's Jr,7 S Milpas St,Santa Barbara,CA,93103,34.4216371,-119.6784399,3.5,18,"Burgers, Fast Food, Restaurants","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Fast Food
366,368,584,88512,odpuyU1jGDhhQ54d3dG3sQ,China King,"5915 Calle Real, Ste B",Goleta,CA,93117,34.44122621,-119.8283881,3.5,193,"Restaurants, Chinese, Szechuan, Soup, Seafood","{'Monday': '11:0-20:30', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Chinese
367,369,586,88746,r926yelr_EJAKQCjdD6AWA,State & Fig,"1114 State St, Ste 18",Santa Barbara,CA,93101,34.423044,-119.703208,4,519,"Restaurants, American (New), Delis, Breakfast & Brunch, Tapas/Small Plates, Cafes","{'Monday': '0:0-0:0', 'Wednesday': '11:30-14:30', 'Thursday': '11:30-14:30', 'Friday': '11:30-14:30', 'Saturday': '10:30-15:0', 'Sunday': '10:30-15:0'}",Breakfast
368,370,589,89510,aFhPwy7OhyKah4cJY2QdEQ,Stonehouse Restaurant,900 San Ysidro Ln,Santa Barbara,CA,93108,34.446845,-119.623092,4.5,339,"Restaurants, American (New), Seafood, Steakhouses","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",American
370,372,591,90839,grBPIq_eJCT_SGuhvMrUZQ,Blaze Pizza,3925 State St,Santa Barbara,CA,93105,34.4401597,-119.7524213,3.5,146,"Fast Food, Restaurants, Pizza, Salad","{'Monday': '0:0-0:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Pizza
371,373,592,90872,mMuvlDGcJrokNFd4ob9tcw,Feast: The Cafe at Field + Fort,2580 Lillie Ave,Summerland,CA,93067,34.4193657,-119.5912946,4,32,"Restaurants, Cafes, Coffee & Tea, Food, Desserts","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",Coffee
372,374,594,91011,8Vo6LN9gqULhXzoxj5k6kQ,The Black Sheep,26 E Ortega St,Santa Barbara,CA,93101,34.4192463,-119.6970386,4.5,983,"American (New), Beer, Wine & Spirits, Food, Japanese, Bars, Asian Fusion, Ramen, Restaurants, Cocktail Bars, Nightlife","{'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",Japanese
373,375,595,91243,VqcHpG3ODZ4KHBhbxcL4-Q,Tacos Don Roge,751 Linden Ave,Carpinteria,CA,93013,34.3974109,-119.5205811,4,174,"Tacos, Mexican, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '8:0-21:0'}",Mexican
374,376,596,91410,dbydQdzf0uEsvQ9y7SKT7w,Sandpiper Grill,7925 Hollister Ave,Goleta,CA,93117,34.427372,-119.905756,3.5,11,"Restaurants, American (Traditional)","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}",American
375,377,600,92354,VZhRxX3BzU09qK4UlXrN4g,Hugos Restaurant,1049 Casitas Pass Rd,Carpinteria,CA,93013,34.3965844,-119.5132406,4.5,145,"Restaurants, Asian Fusion, Breakfast & Brunch, American (Traditional)","{'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",American
