,business_id,hours,day_of_the_week,,
2744,0ac5lGA_0wdKDnib3y59Xg, 11:0-21:0 ,  Thursday ,,
2745,0ac5lGA_0wdKDnib3y59Xg, 11:0-22:0 ,  Friday ,,
2746,0ac5lGA_0wdKDnib3y59Xg, 11:0-22:0 ,  Saturday ,,
2747,0ac5lGA_0wdKDnib3y59Xg, 11:0-21:0  ,  Sunday ,,
2748,Vt5gk5h5VlHXLu-cVKzOXw, 16:0-21:0 ,  Monday ,,
2749,Vt5gk5h5VlHXLu-cVKzOXw, 16:0-21:0 ,  Tuesday ,,
2750,Vt5gk5h5VlHXLu-cVKzOXw, 16:0-21:0 ,  Wednesday ,,
2751,Vt5gk5h5VlHXLu-cVKzOXw, 16:0-21:0 ,  Thursday ,,
2752,Vt5gk5h5VlHXLu-cVKzOXw, 16:0-22:0 ,  Friday ,,
2753,Vt5gk5h5VlHXLu-cVKzOXw, 12:0-22:0 ,  Saturday ,,
2754,Vt5gk5h5VlHXLu-cVKzOXw, 12:0-21:0  ,  Sunday ,,
2755,G9rBwcWp56C8r6ZFwVuimA, 7:0-22:0 ,  Monday ,,
2756,G9rBwcWp56C8r6ZFwVuimA, 7:0-22:0 ,  Tuesday ,,
2757,G9rBwcWp56C8r6ZFwVuimA, 7:0-22:0 ,  Wednesday ,,
2758,G9rBwcWp56C8r6ZFwVuimA, 7:0-22:0 ,  Thursday ,,
2759,G9rBwcWp56C8r6ZFwVuimA, 7:0-22:0 ,  Friday ,,
2760,G9rBwcWp56C8r6ZFwVuimA, 7:0-22:0 ,  Saturday ,,
2761,G9rBwcWp56C8r6ZFwVuimA, 7:0-22:0  ,  Sunday ,,
2762,5kZFpY6mXiNZzZcotXbfVA, 12:0-21:0 ,  Monday ,,
2763,5kZFpY6mXiNZzZcotXbfVA, 12:0-21:0 ,  Tuesday ,,
2764,5kZFpY6mXiNZzZcotXbfVA, 12:0-21:0 ,  Wednesday ,,
2765,5kZFpY6mXiNZzZcotXbfVA, 12:0-21:0 ,  Thursday ,,
2766,5kZFpY6mXiNZzZcotXbfVA, 12:0-21:0 ,  Friday ,,
2767,5kZFpY6mXiNZzZcotXbfVA, 12:0-21:0 ,  Saturday ,,
2768,5kZFpY6mXiNZzZcotXbfVA, 12:0-21:0  ,  Sunday ,,
2769,2swMZVA832zkmdPBrddPRQ, 8:0-17:0 ,  Monday ,,
2770,2swMZVA832zkmdPBrddPRQ, 8:0-17:0 ,  Tuesday ,,
2771,2swMZVA832zkmdPBrddPRQ, 8:0-17:0 ,  Wednesday ,,
2772,2swMZVA832zkmdPBrddPRQ, 8:0-17:0 ,  Thursday ,,
2773,2swMZVA832zkmdPBrddPRQ, 8:0-17:0 ,  Friday ,,
2774,2swMZVA832zkmdPBrddPRQ, 8:0-17:0 ,  Saturday ,,
2775,2swMZVA832zkmdPBrddPRQ, 8:0-17:0  ,  Sunday ,,
2776,G0rJD85hUDQ0Omz0rOFeOQ, 16:0-21:0 ,  Tuesday ,,
2777,G0rJD85hUDQ0Omz0rOFeOQ, 16:0-21:0 ,  Wednesday ,,
2778,G0rJD85hUDQ0Omz0rOFeOQ, 16:0-21:0 ,  Thursday ,,
2779,G0rJD85hUDQ0Omz0rOFeOQ, 16:0-21:0 ,  Friday ,,
2780,G0rJD85hUDQ0Omz0rOFeOQ, 16:0-21:0 ,  Saturday ,,
2781,G0rJD85hUDQ0Omz0rOFeOQ, 16:0-21:0  ,  Sunday ,,
2782,NTLvzcGNm4IUF_yXIwIhvA, 16:30-20:30 ,  Wednesday ,,
2783,NTLvzcGNm4IUF_yXIwIhvA, 16:30-20:30 ,  Thursday ,,
2784,NTLvzcGNm4IUF_yXIwIhvA, 11:30-21:0 ,  Friday ,,
2785,NTLvzcGNm4IUF_yXIwIhvA, 11:30-21:0 ,  Saturday ,,
2786,NTLvzcGNm4IUF_yXIwIhvA, 11:0-20:0  ,  Sunday ,,
2787,ss7TePuqCeqJXhVtsKTwow, 11:0-21:0 ,  Monday ,,
2788,ss7TePuqCeqJXhVtsKTwow, 11:0-21:0 ,  Tuesday ,,
2789,ss7TePuqCeqJXhVtsKTwow, 11:0-21:0 ,  Wednesday ,,
2790,ss7TePuqCeqJXhVtsKTwow, 11:0-21:0 ,  Thursday ,,
2791,ss7TePuqCeqJXhVtsKTwow, 11:0-2:0 ,  Friday ,,
2792,ss7TePuqCeqJXhVtsKTwow, 11:0-2:0 ,  Saturday ,,
2793,ss7TePuqCeqJXhVtsKTwow, 11:0-21:0  ,  Sunday ,,
2794,pWDE_rueENu_f5HKA_AsWw, 6:30-16:0 ,  Monday ,,
2795,pWDE_rueENu_f5HKA_AsWw, 6:30-16:0 ,  Tuesday ,,
2796,pWDE_rueENu_f5HKA_AsWw, 6:30-16:0 ,  Wednesday ,,
2797,pWDE_rueENu_f5HKA_AsWw, 6:30-16:0 ,  Thursday ,,
2798,pWDE_rueENu_f5HKA_AsWw, 6:30-16:0 ,  Friday ,,
2799,pWDE_rueENu_f5HKA_AsWw, 7:0-16:0 ,  Saturday ,,
2800,pWDE_rueENu_f5HKA_AsWw, 7:0-16:0  ,  Sunday ,,
2801,U7XQ4-xZf-3a5diuDILpFA, 11:0-0:0 ,  Monday ,,
2802,U7XQ4-xZf-3a5diuDILpFA, 11:0-0:0 ,  Tuesday ,,
2803,U7XQ4-xZf-3a5diuDILpFA, 11:0-0:0 ,  Wednesday ,,
2804,U7XQ4-xZf-3a5diuDILpFA, 11:0-0:0 ,  Thursday ,,
2805,U7XQ4-xZf-3a5diuDILpFA, 11:0-0:0 ,  Friday ,,
2806,U7XQ4-xZf-3a5diuDILpFA, 11:0-0:0 ,  Saturday ,,
2807,U7XQ4-xZf-3a5diuDILpFA, 11:0-0:0  ,  Sunday ,,
2808,FH0MVF7kK0D76Hh4e7hXfQ, 0:0-0:0 ,  Monday ,,
2809,FH0MVF7kK0D76Hh4e7hXfQ, 7:30-13:30 ,  Wednesday ,,
2810,FH0MVF7kK0D76Hh4e7hXfQ, 7:30-13:30 ,  Thursday ,,
2811,FH0MVF7kK0D76Hh4e7hXfQ, 7:30-13:30 ,  Friday ,,
2812,FH0MVF7kK0D76Hh4e7hXfQ, 7:30-13:30 ,  Saturday ,,
2813,FH0MVF7kK0D76Hh4e7hXfQ, 7:30-13:30  ,  Sunday ,,
2814,qVitsouI4aBiYx1_Fjn0Pg, 12:0-17:0 ,  Monday ,,
2815,qVitsouI4aBiYx1_Fjn0Pg, 16:0-23:0 ,  Tuesday ,,
2816,qVitsouI4aBiYx1_Fjn0Pg, 17:0-23:0 ,  Wednesday ,,
2817,qVitsouI4aBiYx1_Fjn0Pg, 16:0-0:0 ,  Thursday ,,
2818,qVitsouI4aBiYx1_Fjn0Pg, 12:0-0:0 ,  Friday ,,
2819,qVitsouI4aBiYx1_Fjn0Pg, 12:0-0:0 ,  Saturday ,,
2820,qVitsouI4aBiYx1_Fjn0Pg, 12:0-0:0  ,  Sunday ,,
2821,USVks6B2Xkf0WLmLIiXqMA, 0:0-0:0 ,  Monday ,,
2822,USVks6B2Xkf0WLmLIiXqMA, 12:0-22:0 ,  Tuesday ,,
2823,USVks6B2Xkf0WLmLIiXqMA, 12:0-22:0 ,  Wednesday ,,
2824,USVks6B2Xkf0WLmLIiXqMA, 12:0-22:0 ,  Thursday ,,
2825,USVks6B2Xkf0WLmLIiXqMA, 12:0-23:0 ,  Friday ,,
2826,USVks6B2Xkf0WLmLIiXqMA, 11:0-23:0 ,  Saturday ,,
2827,USVks6B2Xkf0WLmLIiXqMA, 11:0-22:0  ,  Sunday ,,
2828,Pf_7rI6TnV8M_btOBBLg5w, 8:0-20:30 ,  Monday ,,
2829,Pf_7rI6TnV8M_btOBBLg5w, 8:0-20:30 ,  Tuesday ,,
2830,Pf_7rI6TnV8M_btOBBLg5w, 8:0-20:30 ,  Wednesday ,,
2831,Pf_7rI6TnV8M_btOBBLg5w, 8:0-20:30 ,  Thursday ,,
2832,Pf_7rI6TnV8M_btOBBLg5w, 8:0-20:30 ,  Friday ,,
2833,Pf_7rI6TnV8M_btOBBLg5w, 8:0-20:30  ,  Saturday ,,
2834,EC9-hDcyqE8c_m03X3VhIQ, 6:30-21:0 ,  Monday ,,
2835,EC9-hDcyqE8c_m03X3VhIQ, 6:30-21:0 ,  Tuesday ,,
2836,EC9-hDcyqE8c_m03X3VhIQ, 6:30-21:0 ,  Wednesday ,,
2837,EC9-hDcyqE8c_m03X3VhIQ, 6:30-21:0 ,  Thursday ,,
2838,EC9-hDcyqE8c_m03X3VhIQ, 6:30-21:0 ,  Friday ,,
2839,EC9-hDcyqE8c_m03X3VhIQ, 6:30-21:0 ,  Saturday ,,
2840,EC9-hDcyqE8c_m03X3VhIQ, 7:30-21:0  ,  Sunday ,,
2841,scH9yupjqMr-XP3bzJGY0A, 11:30-21:0 ,  Tuesday ,,
2842,scH9yupjqMr-XP3bzJGY0A, 11:30-21:0 ,  Wednesday ,,
2843,scH9yupjqMr-XP3bzJGY0A, 11:30-21:0 ,  Thursday ,,
2844,scH9yupjqMr-XP3bzJGY0A, 11:30-22:0 ,  Friday ,,
2845,scH9yupjqMr-XP3bzJGY0A, 11:30-22:0 ,  Saturday ,,
2846,scH9yupjqMr-XP3bzJGY0A, 11:30-21:0  ,  Sunday ,,
2847,YANEffRwcoMTLMfmeY1Y8A, 0:0-0:0 ,  Monday ,,
2848,YANEffRwcoMTLMfmeY1Y8A, 11:0-22:0 ,  Tuesday ,,
2849,YANEffRwcoMTLMfmeY1Y8A, 11:0-22:0 ,  Wednesday ,,
2850,YANEffRwcoMTLMfmeY1Y8A, 11:0-22:0 ,  Thursday ,,
2851,YANEffRwcoMTLMfmeY1Y8A, 11:0-2:30 ,  Friday ,,
2852,YANEffRwcoMTLMfmeY1Y8A, 11:0-2:30 ,  Saturday ,,
2853,YANEffRwcoMTLMfmeY1Y8A, 11:0-21:0  ,  Sunday ,,
2854,8FgcWn7bdMC-TMrE4Q3xMg, 11:0-21:0 ,  Monday ,,
2855,8FgcWn7bdMC-TMrE4Q3xMg, 11:0-21:0 ,  Tuesday ,,
2856,8FgcWn7bdMC-TMrE4Q3xMg, 11:0-21:0 ,  Wednesday ,,
2857,8FgcWn7bdMC-TMrE4Q3xMg, 11:0-21:0 ,  Thursday ,,
2858,8FgcWn7bdMC-TMrE4Q3xMg, 11:0-21:0 ,  Friday ,,
2859,8FgcWn7bdMC-TMrE4Q3xMg, 17:0-21:0  ,  Saturday ,,
2860,5tkZfqkwx6axbN9P5UlC8w, 9:30-22:0 ,  Monday ,,
2861,5tkZfqkwx6axbN9P5UlC8w, 9:30-22:0 ,  Tuesday ,,
2862,5tkZfqkwx6axbN9P5UlC8w, 9:30-22:0 ,  Wednesday ,,
2863,5tkZfqkwx6axbN9P5UlC8w, 9:30-22:0 ,  Thursday ,,
2864,5tkZfqkwx6axbN9P5UlC8w, 9:30-23:0 ,  Friday ,,
2865,5tkZfqkwx6axbN9P5UlC8w, 9:30-23:0 ,  Saturday ,,
2866,5tkZfqkwx6axbN9P5UlC8w, 9:30-22:0  ,  Sunday ,,
2867,P5cgKbK-cQqqZj0I3_DW0g, 17:30-22:0 ,  Tuesday ,,
2868,P5cgKbK-cQqqZj0I3_DW0g, 17:30-22:0 ,  Wednesday ,,
2869,P5cgKbK-cQqqZj0I3_DW0g, 17:30-22:0 ,  Thursday ,,
2870,P5cgKbK-cQqqZj0I3_DW0g, 17:30-22:0 ,  Friday ,,
2871,P5cgKbK-cQqqZj0I3_DW0g, 17:30-22:0 ,  Saturday ,,
2872,P5cgKbK-cQqqZj0I3_DW0g, 17:30-22:0  ,  Sunday ,,
2873,wJiaLWAxfqDeFsmE2cI8tg, 0:0-0:0 ,  Monday ,,
2874,wJiaLWAxfqDeFsmE2cI8tg, 6:0-22:0 ,  Tuesday ,,
2875,wJiaLWAxfqDeFsmE2cI8tg, 6:0-22:0 ,  Wednesday ,,
2876,wJiaLWAxfqDeFsmE2cI8tg, 6:0-17:0 ,  Thursday ,,
2877,wJiaLWAxfqDeFsmE2cI8tg, 6:0-20:0 ,  Friday ,,
2878,wJiaLWAxfqDeFsmE2cI8tg, 8:0-20:0 ,  Saturday ,,
2879,wJiaLWAxfqDeFsmE2cI8tg, 6:0-22:0  ,  Sunday ,,
2880,DBtNuEt5U_dXoalpU8rbcQ, 7:0-10:30 ,  Monday ,,
2881,DBtNuEt5U_dXoalpU8rbcQ, 7:0-10:30 ,  Tuesday ,,
2882,DBtNuEt5U_dXoalpU8rbcQ, 17:0-21:30 ,  Wednesday ,,
2883,DBtNuEt5U_dXoalpU8rbcQ, 17:0-21:30 ,  Thursday ,,
2884,DBtNuEt5U_dXoalpU8rbcQ, 17:0-21:30 ,  Friday ,,
2885,DBtNuEt5U_dXoalpU8rbcQ, 17:0-21:30 ,  Saturday ,,
2886,DBtNuEt5U_dXoalpU8rbcQ, 17:0-21:30  ,  Sunday ,,
2887,O8rIa0Wvapju2iC9T1Hp8Q, 11:30-20:0 ,  Wednesday ,,
2888,O8rIa0Wvapju2iC9T1Hp8Q, 11:30-20:0 ,  Thursday ,,
2889,O8rIa0Wvapju2iC9T1Hp8Q, 11:30-21:0 ,  Friday ,,
2890,O8rIa0Wvapju2iC9T1Hp8Q, 11:30-21:0 ,  Saturday ,,
2891,O8rIa0Wvapju2iC9T1Hp8Q, 11:30-20:0  ,  Sunday ,,
2892,SsHMgOW3TT48Z7jeV5beqQ, 17:0-21:30 ,  Monday ,,
2893,SsHMgOW3TT48Z7jeV5beqQ, 17:0-21:30 ,  Tuesday ,,
2894,SsHMgOW3TT48Z7jeV5beqQ, 17:0-21:30 ,  Wednesday ,,
2895,SsHMgOW3TT48Z7jeV5beqQ, 17:0-21:30 ,  Thursday ,,
2896,SsHMgOW3TT48Z7jeV5beqQ, 17:0-21:30 ,  Friday ,,
2897,SsHMgOW3TT48Z7jeV5beqQ, 17:0-21:30 ,  Saturday ,,
2898,SsHMgOW3TT48Z7jeV5beqQ, 17:0-21:30  ,  Sunday ,,
2899,2MWEEuY3dtD2DNP99sNe_A, 18:0-21:0 ,  Wednesday ,,
2900,2MWEEuY3dtD2DNP99sNe_A, 18:0-21:0 ,  Thursday ,,
2901,2MWEEuY3dtD2DNP99sNe_A, 18:0-21:0 ,  Friday ,,
2902,2MWEEuY3dtD2DNP99sNe_A, 17:0-21:0  ,  Saturday ,,
2903,a9K3jxNUUe6jr1uh8FsakQ, 7:0-14:0 ,  Monday ,,
2904,a9K3jxNUUe6jr1uh8FsakQ, 7:0-14:0 ,  Tuesday ,,
2905,a9K3jxNUUe6jr1uh8FsakQ, 7:0-14:0 ,  Wednesday ,,
2906,a9K3jxNUUe6jr1uh8FsakQ, 7:0-14:0 ,  Thursday ,,
2907,a9K3jxNUUe6jr1uh8FsakQ, 7:0-14:0 ,  Friday ,,
2908,a9K3jxNUUe6jr1uh8FsakQ, 7:0-14:0 ,  Saturday ,,
2909,a9K3jxNUUe6jr1uh8FsakQ, 7:0-13:0  ,  Sunday ,,
2910,iBBV8vesQ8fo2IQA7an1JA, 0:0-0:0 ,  Monday ,,
2911,iBBV8vesQ8fo2IQA7an1JA, 17:0-21:0 ,  Tuesday ,,
2912,iBBV8vesQ8fo2IQA7an1JA, 17:0-21:0 ,  Wednesday ,,
2913,iBBV8vesQ8fo2IQA7an1JA, 17:0-21:0 ,  Thursday ,,
2914,iBBV8vesQ8fo2IQA7an1JA, 17:0-21:30 ,  Friday ,,
2915,iBBV8vesQ8fo2IQA7an1JA, 17:0-21:30  ,  Saturday ,,
2916,M_0k-h3euD5T1Pv6vQwEMQ, 17:30-21:30 ,  Monday ,,
2917,M_0k-h3euD5T1Pv6vQwEMQ, 17:30-21:30 ,  Tuesday ,,
2918,M_0k-h3euD5T1Pv6vQwEMQ, 17:30-21:30 ,  Wednesday ,,
2919,M_0k-h3euD5T1Pv6vQwEMQ, 17:30-21:30 ,  Thursday ,,
2920,M_0k-h3euD5T1Pv6vQwEMQ, 17:30-22:0 ,  Friday ,,
2921,M_0k-h3euD5T1Pv6vQwEMQ, 17:30-22:0 ,  Saturday ,,
2922,M_0k-h3euD5T1Pv6vQwEMQ, 17:30-21:30  ,  Sunday ,,
2923,Umywf9wstVwg30wROIrL_Q, 17:0-21:0 ,  Wednesday ,,
2924,Umywf9wstVwg30wROIrL_Q, 17:0-21:0 ,  Thursday ,,
2925,Umywf9wstVwg30wROIrL_Q, 17:0-22:0 ,  Friday ,,
2926,Umywf9wstVwg30wROIrL_Q, 17:0-22:0 ,  Saturday ,,
2927,Umywf9wstVwg30wROIrL_Q, 17:0-21:0  ,  Sunday ,,
2928,1l4-uhraQzNiRjppKyMUUQ, 0:0-0:0 ,  Monday ,,
2929,1l4-uhraQzNiRjppKyMUUQ, 7:30-13:30 ,  Wednesday ,,
2930,1l4-uhraQzNiRjppKyMUUQ, 7:30-13:30 ,  Thursday ,,
2931,1l4-uhraQzNiRjppKyMUUQ, 7:30-13:30 ,  Friday ,,
2932,1l4-uhraQzNiRjppKyMUUQ, 7:30-14:0 ,  Saturday ,,
2933,1l4-uhraQzNiRjppKyMUUQ, 7:30-14:0  ,  Sunday ,,
2934,5pyYBpuNOAqgN9nSpk8vaQ, 16:0-1:30 ,  Monday ,,
2935,5pyYBpuNOAqgN9nSpk8vaQ, 11:30-1:30 ,  Tuesday ,,
2936,5pyYBpuNOAqgN9nSpk8vaQ, 11:30-1:30 ,  Wednesday ,,
2937,5pyYBpuNOAqgN9nSpk8vaQ, 11:30-1:30 ,  Thursday ,,
2938,5pyYBpuNOAqgN9nSpk8vaQ, 11:30-1:30 ,  Friday ,,
2939,5pyYBpuNOAqgN9nSpk8vaQ, 9:30-1:30  ,  Saturday ,,
2940,2YoQRByvTjdP4GSVnPcANA, 11:30-21:0 ,  Monday ,,
2941,2YoQRByvTjdP4GSVnPcANA, 11:30-21:0 ,  Tuesday ,,
2942,2YoQRByvTjdP4GSVnPcANA, 11:30-21:0 ,  Wednesday ,,
2943,2YoQRByvTjdP4GSVnPcANA, 11:30-21:0 ,  Thursday ,,
2944,2YoQRByvTjdP4GSVnPcANA, 11:30-21:0 ,  Friday ,,
2945,2YoQRByvTjdP4GSVnPcANA, 11:30-21:0 ,  Saturday ,,
2946,2YoQRByvTjdP4GSVnPcANA, 11:30-21:0  ,  Sunday ,,
2947,EXYbKA1tocvOK_1tXxZXLA, 11:0-19:0 ,  Monday ,,
2948,EXYbKA1tocvOK_1tXxZXLA, 11:0-19:0 ,  Tuesday ,,
2949,EXYbKA1tocvOK_1tXxZXLA, 11:0-19:0 ,  Wednesday ,,
2950,EXYbKA1tocvOK_1tXxZXLA, 11:0-19:0 ,  Thursday ,,
2951,EXYbKA1tocvOK_1tXxZXLA, 11:0-19:0 ,  Friday ,,
2952,EXYbKA1tocvOK_1tXxZXLA, 11:0-19:0 ,  Saturday ,,
2953,EXYbKA1tocvOK_1tXxZXLA, 11:0-19:0  ,  Sunday ,,
2954,L6nIOUwcTGgQKExGHmvTzQ, 10:0-21:0 ,  Monday ,,
2955,L6nIOUwcTGgQKExGHmvTzQ, 10:0-21:0 ,  Tuesday ,,
2956,L6nIOUwcTGgQKExGHmvTzQ, 10:0-21:0 ,  Wednesday ,,
2957,L6nIOUwcTGgQKExGHmvTzQ, 10:0-21:0 ,  Thursday ,,
2958,L6nIOUwcTGgQKExGHmvTzQ, 10:0-21:0 ,  Friday ,,
2959,L6nIOUwcTGgQKExGHmvTzQ, 10:0-21:0  ,  Saturday ,,
2960,fKrmWy4GFsrgdOYhN9pyZA, 17:0-21:0 ,  Tuesday ,,
2961,fKrmWy4GFsrgdOYhN9pyZA, 17:0-21:0 ,  Wednesday ,,
2962,fKrmWy4GFsrgdOYhN9pyZA, 17:0-21:0 ,  Thursday ,,
2963,fKrmWy4GFsrgdOYhN9pyZA, 17:0-22:0 ,  Friday ,,
2964,fKrmWy4GFsrgdOYhN9pyZA, 17:0-22:0 ,  Saturday ,,
2965,fKrmWy4GFsrgdOYhN9pyZA, 17:0-21:0  ,  Sunday ,,
2966,8A5LSwsKK5vXDH1M3_Tf1w, 0:0-0:0 ,  Monday ,,8A5LSwsKK5vXDH1M3_Tf1w
2967,8A5LSwsKK5vXDH1M3_Tf1w, 0:0-0:0 ,  Tuesday ,,
2968,8A5LSwsKK5vXDH1M3_Tf1w, 0:0-0:0 ,  Wednesday ,,
2969,8A5LSwsKK5vXDH1M3_Tf1w, 0:0-0:0 ,  Thursday ,,
2970,8A5LSwsKK5vXDH1M3_Tf1w, 0:0-0:0 ,  Friday ,,
2971,8A5LSwsKK5vXDH1M3_Tf1w, 0:0-0:0 ,  Saturday ,,
2972,8A5LSwsKK5vXDH1M3_Tf1w, 0:0-0:0  ,  Sunday ,,
2973,L4-_gPiqsuX50JN_-qUhNQ, 0:0-0:0 ,  Monday ,,
2974,L4-_gPiqsuX50JN_-qUhNQ, 7:30-13:30 ,  Tuesday ,,
2975,L4-_gPiqsuX50JN_-qUhNQ, 7:30-13:30 ,  Wednesday ,,
2976,L4-_gPiqsuX50JN_-qUhNQ, 7:30-13:30 ,  Thursday ,,
2977,L4-_gPiqsuX50JN_-qUhNQ, 7:30-13:30 ,  Friday ,,
2978,L4-_gPiqsuX50JN_-qUhNQ, 7:30-13:30 ,  Saturday ,,
2979,L4-_gPiqsuX50JN_-qUhNQ, 7:30-13:30  ,  Sunday ,,
2980,qZpvAB0CL3n3r9JYJnyBgg, 11:0-0:0 ,  Monday ,,
2981,qZpvAB0CL3n3r9JYJnyBgg, 11:0-2:0 ,  Tuesday ,,
2982,qZpvAB0CL3n3r9JYJnyBgg, 11:0-2:0 ,  Wednesday ,,
2983,qZpvAB0CL3n3r9JYJnyBgg, 11:0-2:0 ,  Thursday ,,
2984,qZpvAB0CL3n3r9JYJnyBgg, 11:0-2:0 ,  Friday ,,
2985,qZpvAB0CL3n3r9JYJnyBgg, 11:0-2:0 ,  Saturday ,,
2986,qZpvAB0CL3n3r9JYJnyBgg, 11:0-0:0  ,  Sunday ,,
2987,CuRjZOmfnXjefwEpyzmTTw, 8:0-20:0 ,  Monday ,,
2988,CuRjZOmfnXjefwEpyzmTTw, 8:0-20:0 ,  Wednesday ,,
2989,CuRjZOmfnXjefwEpyzmTTw, 8:0-20:0 ,  Thursday ,,
2990,CuRjZOmfnXjefwEpyzmTTw, 8:0-20:0 ,  Friday ,,
2991,CuRjZOmfnXjefwEpyzmTTw, 8:0-20:0 ,  Saturday ,,
2992,CuRjZOmfnXjefwEpyzmTTw, 11:30-20:0  ,  Sunday ,,
2993,ZrxlfdFU_qpnIHI2DmoRxA, 11:0-21:0 ,  Monday ,,
2994,ZrxlfdFU_qpnIHI2DmoRxA, 16:0-21:0 ,  Tuesday ,,
2995,ZrxlfdFU_qpnIHI2DmoRxA, 16:0-21:0 ,  Wednesday ,,
2996,ZrxlfdFU_qpnIHI2DmoRxA, 11:0-21:0 ,  Thursday ,,
2997,ZrxlfdFU_qpnIHI2DmoRxA, 11:0-21:0 ,  Friday ,,
2998,ZrxlfdFU_qpnIHI2DmoRxA, 11:0-19:30 ,  Saturday ,,
2999,ZrxlfdFU_qpnIHI2DmoRxA, 11:0-21:0  ,  Sunday ,,
3000,MwJsk91FJ73YzzmpVaJihQ, 11:0-21:0 ,  Monday ,,
3001,MwJsk91FJ73YzzmpVaJihQ, 11:0-21:0 ,  Tuesday ,,
3002,MwJsk91FJ73YzzmpVaJihQ, 11:0-21:0 ,  Wednesday ,,
3003,MwJsk91FJ73YzzmpVaJihQ, 11:0-21:0 ,  Thursday ,,
3004,MwJsk91FJ73YzzmpVaJihQ, 11:0-21:0 ,  Friday ,,
3005,MwJsk91FJ73YzzmpVaJihQ, 10:0-21:0 ,  Saturday ,,
3006,MwJsk91FJ73YzzmpVaJihQ, 10:0-21:0  ,  Sunday ,,
3007,LlGIlNJE2Nv_PXkH7l4Wmg, 0:0-0:0 ,  Monday ,,
3008,LlGIlNJE2Nv_PXkH7l4Wmg, 10:0-20:0 ,  Wednesday ,,
3009,LlGIlNJE2Nv_PXkH7l4Wmg, 10:0-20:0 ,  Thursday ,,
3010,LlGIlNJE2Nv_PXkH7l4Wmg, 10:0-20:0 ,  Friday ,,
3011,LlGIlNJE2Nv_PXkH7l4Wmg, 10:0-20:0 ,  Saturday ,,
3012,LlGIlNJE2Nv_PXkH7l4Wmg, 10:0-20:0  ,  Sunday ,,
3013,42cHjHD6Kkv7Ms3-lLsimw, 17:30-23:0 ,  Monday ,,
3014,42cHjHD6Kkv7Ms3-lLsimw, 17:30-23:0 ,  Tuesday ,,
3015,42cHjHD6Kkv7Ms3-lLsimw, 17:30-23:0 ,  Wednesday ,,
3016,42cHjHD6Kkv7Ms3-lLsimw, 17:30-23:0 ,  Thursday ,,
3017,42cHjHD6Kkv7Ms3-lLsimw, 17:30-0:0 ,  Friday ,,
3018,42cHjHD6Kkv7Ms3-lLsimw, 17:30-0:0 ,  Saturday ,,
3019,42cHjHD6Kkv7Ms3-lLsimw, 17:30-23:0  ,  Sunday ,,
3020,eUIsUpG6KAonYxGoExzy2Q, 17:0-22:0 ,  Wednesday ,,
3021,eUIsUpG6KAonYxGoExzy2Q, 17:0-22:0 ,  Thursday ,,
3022,eUIsUpG6KAonYxGoExzy2Q, 17:0-23:0 ,  Friday ,,
3023,eUIsUpG6KAonYxGoExzy2Q, 17:0-23:0 ,  Saturday ,,
3024,eUIsUpG6KAonYxGoExzy2Q, 17:0-22:0  ,  Sunday ,,
3025,eikRexw04kC6siBDkFnayQ, 0:0-0:0 ,  Monday ,,
3026,eikRexw04kC6siBDkFnayQ, 11:0-20:0 ,  Tuesday ,,
3027,eikRexw04kC6siBDkFnayQ, 11:0-20:0 ,  Wednesday ,,
3028,eikRexw04kC6siBDkFnayQ, 11:0-20:0 ,  Thursday ,,
3029,eikRexw04kC6siBDkFnayQ, 11:0-21:0 ,  Friday ,,
3030,eikRexw04kC6siBDkFnayQ, 11:0-21:0 ,  Saturday ,,
3031,eikRexw04kC6siBDkFnayQ, 11:0-20:0  ,  Sunday ,,
3032,DqVpNtgFCP47n6frh-LREA, 16:0-21:0 ,  Tuesday ,,
3033,DqVpNtgFCP47n6frh-LREA, 16:0-21:0 ,  Wednesday ,,
3034,DqVpNtgFCP47n6frh-LREA, 16:0-21:0 ,  Thursday ,,
3035,DqVpNtgFCP47n6frh-LREA, 16:0-21:0 ,  Friday ,,
3036,DqVpNtgFCP47n6frh-LREA, 16:0-21:0 ,  Saturday ,,
3037,DqVpNtgFCP47n6frh-LREA, 10:30-20:0  ,  Sunday ,,
3038,U1lGcthY52-LUPdxhV3qVw, 11:0-21:0 ,  Monday ,,
3039,U1lGcthY52-LUPdxhV3qVw, 11:0-21:0 ,  Tuesday ,,
3040,U1lGcthY52-LUPdxhV3qVw, 11:0-21:0 ,  Wednesday ,,
3041,U1lGcthY52-LUPdxhV3qVw, 11:0-21:0 ,  Thursday ,,
3042,U1lGcthY52-LUPdxhV3qVw, 11:0-22:0 ,  Friday ,,
3043,U1lGcthY52-LUPdxhV3qVw, 11:0-22:0 ,  Saturday ,,
3044,U1lGcthY52-LUPdxhV3qVw, 12:0-20:0  ,  Sunday ,,
3045,j6TDQvbRoMszGR0hyaVxvw, 5:30-0:0 ,  Monday ,,
3046,j6TDQvbRoMszGR0hyaVxvw, 5:30-0:0 ,  Tuesday ,,
3047,j6TDQvbRoMszGR0hyaVxvw, 5:30-0:0 ,  Wednesday ,,
3048,j6TDQvbRoMszGR0hyaVxvw, 5:30-0:0 ,  Thursday ,,
3049,j6TDQvbRoMszGR0hyaVxvw, 5:30-0:0 ,  Friday ,,
3050,j6TDQvbRoMszGR0hyaVxvw, 5:30-0:0 ,  Saturday ,,
